Bank_ID,Bank_Name,Year,Assets,Liabilities,Revenue,Profit,Loans,Interest_Rate,GDP_Growth
1,Bank_1,2015,2498.16047538945,2199.0949991589437,392.797576724562,78.42777930577697,734.0279606636548,1.6239780813448106,1.2904180608409974
1,Bank_1,2016,4464.704583099741,3305.872670709854,383.2290311184182,21.133595507181656,1954.8647782429914,4.329770563201687,2.061695553391381
1,Bank_1,2017,1727.2998688284024,990.3677687391506,221.69689718381508,40.16906302672024,1147.9175279631736,2.1649165607921677,4.059264473611897
1,Bank_1,2018,1557.9754426081672,961.0493965469891,246.5447373174767,40.43765048016755,1677.7639420895205,1.798695128633439,3.571172192068058
1,Bank_1,2019,3369.6582754481697,1747.4379447720542,343.01794076057536,31.774105477332867,597.5773894779193,4.7955421490133325,5.828160165372797
1,Bank_1,2020,4233.589392465845,2632.638545021491,139.06884560255355,30.742316560174448,1160.228740609402,1.4881529393791153,3.475884550556351
1,Bank_1,2021,1137.5540844608736,982.5374972177657,203.51199264000678,43.88340719632235,967.5666141341164,3.0802720847112433,3.7335513967163982
1,Bank_1,2022,1739.4178221021082,1544.3140236790189,410.05312934444584,116.81377671826989,1842.2410256414732,3.3915999152443406,5.609371175115584
1,Bank_1,2023,1353.970008207678,783.1269712391246,118.09091556421522,15.509184933371477,1083.015934534223,2.0853961270955836,5.143687545759647
2,Bank_2,2015,2427.0133067743573,1486.2393707245399,317.0784332632994,27.02492977912559,1703.2954711310595,1.2982025747190833,5.9344346830025865
2,Bank_2,2016,4088.9790771866296,2369.5072442341598,102.20884684944096,25.947285405613673,1560.2860157714256,3.9160286721639492,4.856351733429729
2,Bank_2,2017,1296.1786069363616,833.9435469317581,146.34762381005189,38.89566506030469,1434.947190241337,2.3235920994105967,1.3177917514301183
2,Bank_2,2018,2243.929286862649,1413.8399953893665,391.84247133522564,82.0476473652773,1830.8191138644897,2.888859700647797,1.5979712296915085
2,Bank_2,2019,3852.97914889198,3099.0051460898612,324.5108790277985,78.7723532685493,1240.6933945465862,3.0909313175279762,3.137705091792748
2,Bank_2,2020,1101.6765069763808,598.3828336572627,112.5716742746937,23.539030094187225,971.5339716144899,3.034282764658811,5.537832369630465
2,Bank_2,2021,1997.1689165955,1326.4260654130953,402.22045541721945,43.11784835152716,615.4698647431895,2.159005811655072,1.806106436270022
2,Bank_2,2022,4718.790609370292,3884.7356480168773,353.36150260416935,94.6532310324705,1705.5081153486717,1.7462802355441434,5.462794992449889
2,Bank_2,2023,3157.3689676626027,2598.4390794951764,458.4365199693973,59.36792759953901,665.0778867915151,1.9117406501677667,3.1355389431312815
3,Bank_3,2015,4272.059063689972,3606.866287683153,102.78085221247628,18.262803366660233,1126.1165047231684,1.888431241882921,1.5993268366684141
3,Bank_3,2016,2350.460685614512,2061.7392184595747,229.2811728083021,41.201289189231915,1554.5284383427668,2.454518409517176,5.858910413604804
3,Bank_3,2017,4849.789179768445,2913.331011464666,298.89940235695417,37.42805686444845,927.2607415662014,1.1475477894181312,4.047821669899484
3,Bank_3,2018,3010.716092915446,1567.3532083903365,211.45858569464457,58.58808420503271,859.3428360004586,1.5795794883648924,3.447263801387815
3,Bank_3,2019,4942.601816442402,2949.8540380820814,368.8542189623514,88.67436303773773,856.4563159885995,3.9128653944474383,2.838915663596266
3,Bank_3,2020,3529.223322374318,2658.958793440921,314.3098736299034,22.810235235463697,1752.953743383857,2.2831202598869433,1.9325925519992713
3,Bank_3,2021,1163.1005662190557,856.4574498283632,371.02574473691294,20.089915132227233,1268.1395874489215,1.9059831007917518,4.225863952047249
3,Bank_3,2022,1697.4657160199658,1317.8701069433102,254.69413852021495,72.37961630284906,706.2814162189899,2.364265404201034,1.5673676062029454
3,Bank_3,2023,4698.774473114251,3998.355139727172,203.17665108606224,43.682169615166615,1725.8333003018238,3.2208032463978493,3.6482528917800323
4,Bank_4,2015,1967.4091636018068,1056.9730772161104,458.8863031813307,126.24169355141572,1449.652185909902,2.3561191641948027,2.7460478730633042
4,Bank_4,2016,3903.8227154809574,3352.7751221780377,454.8345697060469,111.42031806640755,1463.0474692314315,1.3365598599801953,1.8081435704730688
4,Bank_4,2017,4594.216754108316,3411.5349954806543,103.67882064665186,7.81405350571919,1495.2526536620837,1.0202463353848747,1.8040402570874932
4,Bank_4,2018,3194.9351574663447,2481.691695689378,360.7845038010402,38.26744807293451,1568.2688320213038,1.9489963499872003,2.6269984907963386
4,Bank_4,2019,3985.9656204720964,3028.7485708479753,439.6893641976712,94.27081683581596,1352.4629050032074,1.37469907131237,2.8385790152971677
4,Bank_4,2020,2060.809470726902,1231.531202497409,489.2042219009782,72.53647772671079,1838.0698327656698,3.5245545039890516,4.974056517708242
4,Bank_4,2021,3010.5483724207684,2199.9930065724257,297.00707752754556,29.347491179788136,1583.678172892258,2.123089449763423,1.1215798321572692
4,Bank_4,2022,3581.889183628671,2044.700922563629,476.18343374116574,137.3704180222873,1872.2965853306728,2.4806348010217776,1.0772830826443371
4,Bank_4,2023,4713.274250350902,3163.8968534444225,486.6619276174678,141.57238526611238,1779.5141832010402,2.1777955682783428,2.9254886430096265
5,Bank_5,2015,4404.546686067428,2760.632450054885,167.797098674437,31.74726402841557,1904.2321612411715,3.784119186699892,3.8503058504468246
5,Bank_5,2016,1388.705975083074,1035.9786717161,496.0215400417053,42.172249245296854,1277.494478545605,4.509492287711822,4.703843088771022
5,Bank_5,2017,3788.062963981072,2958.453058525631,243.79646048790207,30.083986139344816,1714.0417332177703,4.240453578716723,5.335361592900519
5,Bank_5,2018,4652.962210225885,3278.183848467421,300.60651787487984,75.02350939012057,1474.9458961666478,3.8078675090308134,4.978963347180505
5,Bank_5,2019,4560.021367270265,2896.5167385458794,250.2331810559776,18.391008994846924,1367.420211494261,1.1437690951869683,3.3279900906623006
5,Bank_5,2020,3170.5785388303066,1948.6898872101544,336.3333042276043,19.381227671822284,556.0222831238216,4.290402242638633,2.8009532070563146
5,Bank_5,2021,1508.242050607539,1069.1887234881794,407.99742123944435,42.413476728962024,1434.3357137285004,1.341389859975072,1.2584086058430386
5,Bank_5,2022,3125.418526272592,2238.593673149841,354.9719605992826,82.18411410638443,1963.778119193802,3.0652013932047812,2.6147823647062296
5,Bank_5,2023,4180.744779074815,2543.2845977250054,275.5885682822544,19.184848865793136,538.0261151231863,4.8505936587117,5.1799006025610295
6,Bank_6,2015,3783.896824374792,2510.9227112625463,169.3177280283383,15.087777562552041,875.364347246893,3.196906658824482,4.572979613500312
6,Bank_6,2016,3640.789506870925,2228.0669112827727,481.94611226527763,113.00394317677915,1331.531078767101,3.446882984937409,3.0980003121389497
6,Bank_6,2017,1990.9239580046299,1278.9477927310668,403.13844418574763,21.60756436243864,674.1089607603743,1.184010568087011,1.2036440115948506
